userid,default,acct_amt_added_12_24m,acct_days_in_dc_12_24m,acct_days_in_rem_12_24m,acct_days_in_term_12_24m,acct_incoming_debt_vs_paid_0_24m,acct_status,acct_worst_status_0_3m,acct_worst_status_12_24m,acct_worst_status_3_6m,acct_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_acct_0_12m,sum_capital_paid_acct_12_24m,sum_paid_inv_0_12m,time_hours
4489395.0,0.0,8063.0,0.0,0.0,0.0,0.71886641830761,1.0,1.0,1.0,1.0,1.0,38.0,28.5,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,16095.0,25170.0,F1+L,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,2.0,2.0,0.0,4187.0,8137.0,57105.0,18.8363888888889
3890064.0,0.0,10264.0,0.0,166.0,22.0,0.480994152046784,1.0,2.0,3.0,3.0,2.0,44.0,93.5,13.0,Prints & Photos,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
2370489.0,0.0,28184.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,54.0,12.0,12.0,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
1594411.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,36.0,14.9090909090909,13.0,Diversified children products,Children Products,1.0,8480.0,8480.0,F1+L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8480.0,21.7377777777778
3174865.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,26.0,14.9090909090909,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,0.0,8295.0,L1+F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.2011111111111
3197601.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,25.0,19.0,36.0,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
3530352.0,0.0,0.0,0.0,0.0,0.0,0.00209367580401468,1.0,1.0,1.0,1.0,1.0,21.0,13.0,13.0,Body & Hair Care,Health & Beauty,1.0,6480.0,10955.0,Nick,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,40503.0,0.0,6480.0,9.04166666666667
3765854.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,40.0,12.75,13.0,Children toys,Children Products,1.0,10326.0,10326.0,L1+F,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,22228.0,17.4263888888889
3581177.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,38.0,17.75,13.0,Diversified entertainment,Entertainment,1.0,6790.0,6790.0,F,0.25,1.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18575.0,17.6319444444444
1675151.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,18.0,6.0,6.0,Jewelry & Watches,Jewelry & Accessories,1.0,2295.0,2295.0,L1+F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2295.0,19.3813888888889
4864953.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,13.9166666666667,14.4,Children Clothes & Nurturing products,Children Products,1.0,14035.0,14035.0,F+L,0.0833333333333333,1.0,0.0,0.0,12.0,3.0,0.0,1.0,1.0,1.0,0.0,7980.0,0.0,99609.0,13.3777777777778
2025813.0,0.0,0.0,0.0,0.0,0.0,2.71133333333333,1.0,1.0,1.0,1.0,1.0,20.0,15.0625,12.6666666666667,Video Games & Related accessories,Entertainment,1.0,6298.0,6890.0,no_match,0.0,0.0,0.0,0.0,14.0,7.0,2.0,1.0,2.0,2.0,0.0,3258.0,0.0,54626.0,16.9277777777778
4711231.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,52.0,5.66666666666667,9.0,Books & Magazines,Entertainment,1.0,4080.0,12480.0,L1+F,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7420.0,8.96944444444444
3341935.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,27.0,14.9090909090909,13.0,Jewelry & Watches,Jewelry & Accessories,1.0,0.0,3875.0,Nick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.3327777777778
1473044.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,71.0,14.9090909090909,13.0,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
1561490.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,51.0,9.10091743119266,9.40384615384615,Diversified entertainment,Entertainment,1.0,9290.0,9290.0,no_match,0.0535714285714286,6.0,0.0,0.0,107.0,55.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,211556.0,14.0116666666667
2675674.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,20.0,16.3333333333333,20.0,Diversified entertainment,Entertainment,1.0,2285.0,5290.0,F,0.333333333333333,1.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6275.0,20.3461111111111
1579634.0,0.0,15622.0,0.0,0.0,0.0,8.0344262295082,1.0,1.0,1.0,1.0,1.0,50.0,12.9333333333333,11.3846153846154,Diversified entertainment,Entertainment,1.0,13520.0,13520.0,Nick,0.0574712643678161,10.0,0.0,0.0,164.0,102.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,517068.0,17.8944444444444
1042390.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,31.0,7.33333333333333,6.0,Diversified entertainment,Entertainment,1.0,8080.0,12480.0,F,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15635.0,10.9344444444444
3828765.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,38.0,13.5641025641026,12.0,Diversified entertainment,Entertainment,1.0,19190.0,19190.0,no_match,0.0512820512820513,2.0,0.0,0.0,38.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,134548.0,7.16027777777778
2739600.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,45.0,12.0,11.6666666666667,Tools & Home improvement,Home & Garden,1.0,12480.0,45360.0,F+L,0.0,0.0,0.0,0.0,16.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,96520.0,20.8227777777778
1734395.0,0.0,51935.0,0.0,146.0,0.0,1.22122329067095,1.0,2.0,2.0,2.0,3.0,32.0,33.8333333333333,24.6,Children Clothes & Nurturing products,Children Products,1.0,4500.0,5180.0,F+L,0.142857142857143,4.0,0.0,4.0,17.0,21.0,7.0,2.0,2.0,3.0,0.0,29662.0,3585.0,92535.0,12.3966666666667
1444994.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,52.0,14.9090909090909,13.0,Books & Magazines,Entertainment,1.0,0.0,4885.0,no_match,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.1666666666667
2890629.0,0.0,0.0,0.0,0.0,0.0,0.548,1.0,1.0,1.0,1.0,1.0,58.0,11.0,13.0,Diversified entertainment,Entertainment,1.0,2741.0,4480.0,F,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,1969.0,0.0,6231.0,16.9761111111111
4828736.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,53.0,14.9090909090909,13.0,Diversified Home & Garden products,Home & Garden,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7852777777778
4740190.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,35.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,0.0,0.0,0.0,F1+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1194444444444
4673322.0,0.0,16783.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,40.0,31.75,34.5,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
2684128.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,33.0,17.125,18.6666666666667,Prescription optics,Health & Beauty,1.0,28535.0,28535.0,F+L,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,106969.0,18.4708333333333
2252323.0,0.0,0.0,0.0,0.0,0.0,0.000115473441108545,1.0,1.0,1.0,1.0,1.0,23.0,26.5,38.5,Diversified entertainment,Entertainment,1.0,38915.0,66110.0,Nick,0.117647058823529,2.0,1.0,0.0,11.0,7.0,4.0,3.0,3.0,3.0,0.0,7869.0,0.0,102044.0,7.46861111111111
1045413.0,0.0,24141.0,0.0,19.0,0.0,1.7144094488189,1.0,1.0,2.0,1.0,1.0,35.0,16.5,13.0,Children Clothes & Nurturing products,Children Products,1.0,3516.0,9160.0,L1+F,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,31006.0,12641.0,9101.0,12.8461111111111
3035917.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,44.0,14.9090909090909,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,0.0,2485.0,F+L,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.8866666666667
4192410.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,65.0,12.6666666666667,2.0,Books & Magazines,Entertainment,1.0,7060.0,7060.0,F1+L,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19740.0,18.1416666666667
1630387.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,32.0,13.0,13.0,Diversified children products,Children Products,1.0,2270.0,22488.0,F,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2270.0,16.5113888888889
4397410.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,37.0,8.03571428571429,3.2,Diversified entertainment,Entertainment,1.0,6355.0,7075.0,L1+F,0.0344827586206897,1.0,0.0,0.0,27.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,56119.0,10.8975
3323961.0,0.0,57731.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,29.0,13.0,13.0555555555556,Diversified entertainment,Entertainment,1.0,13850.0,15160.0,L1+F,0.133333333333333,6.0,0.0,0.0,39.0,36.0,0.0,1.0,1.0,1.0,0.0,54705.0,82424.0,148825.0,11.6394444444444
3470069.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,45.0,4.0,4.0,Prints & Photos,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
1918010.0,0.0,37917.0,0.0,0.0,0.0,0.225706905758317,1.0,1.0,1.0,1.0,1.0,45.0,17.0,13.0,General Shoes & Clothing,Clothing & Shoes,1.0,3874.0,13395.0,F+L,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,104009.0,50559.0,3874.0,12.1819444444444
2818101.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,60.0,14.9090909090909,13.0,Prints & Photos,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
4594619.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,22.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,2195.0,F+L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.2125
2134321.0,0.0,139779.0,0.0,56.0,0.0,0.10149863760218,1.0,1.0,2.0,1.0,2.0,35.0,19.25,20.6666666666667,Youthful Shoes & Clothing,Clothing & Shoes,1.0,40295.0,40295.0,F+L,0.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,1.0,2.0,0.0,95036.0,62307.0,49575.0,13.0855555555556
4978779.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,37.0,14.9090909090909,13.0,Diversified electronics,Electronics,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1741666666667
3545457.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,24.0,7.25,9.0,Diversified entertainment,Entertainment,1.0,9554.0,9554.0,F,0.0769230769230769,1.0,0.0,0.0,11.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,54162.0,12.0444444444444
4446360.0,0.0,48783.0,0.0,67.0,0.0,0.188422619047619,1.0,2.0,2.0,2.0,2.0,40.0,37.0,13.0,Kitchenware,Home & Garden,1.0,12428.0,12428.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,61125.0,36702.0,19628.0,13.0086111111111
3288969.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,46.0,7.1875,8.33333333333333,Diversified entertainment,Entertainment,1.0,4785.0,4785.0,F+L,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,39732.0,14.7747222222222
4706957.0,0.0,0.0,0.0,0.0,0.0,0.000271606279537183,1.0,1.0,1.0,1.0,1.0,36.0,22.25,14.6666666666667,Books & Magazines,Entertainment,1.0,8720.0,14770.0,no_match,0.04,1.0,1.0,0.0,22.0,36.0,1.0,1.0,3.0,3.0,0.0,14595.0,0.0,46652.0,15.22
3769848.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,42.0,12.48,12.5714285714286,Diversified entertainment,Entertainment,1.0,13475.0,152480.0,L1+F,0.115384615384615,3.0,0.0,0.0,23.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,82635.0,16.5511111111111
4968217.0,0.0,0.0,0.0,0.0,0.0,0.000166251039068994,1.0,1.0,1.0,1.0,1.0,37.0,9.0,4.5,General Shoes & Clothing,Clothing & Shoes,1.0,6838.0,6838.0,no_match,0.0,0.0,0.0,0.0,12.0,13.0,0.0,1.0,1.0,2.0,0.0,10618.0,0.0,35228.0,5.86638888888889
4595674.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,49.0,14.9090909090909,13.0,Body & Hair Care,Health & Beauty,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1091666666667
1926042.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,36.0,11.6666666666667,13.0,Diversified entertainment,Entertainment,1.0,10110.0,10110.0,Nick,0.0,0.0,0.0,0.0,3.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17120.0,10.7266666666667
3798886.0,0.0,19556.0,0.0,42.0,0.0,0.258420101652173,2.0,2.0,2.0,2.0,2.0,38.0,94.3333333333333,13.0,Costumes & Party supplies,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
3118789.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,19.0,12.0,12.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,4290.0,4290.0,F+L,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7390.0,11.485
3916396.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,20.0,13.0,13.0,Sports gear & Outdoor,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
2123969.0,0.0,49054.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,49.0,41.0,13.0,Diversified entertainment,Entertainment,1.0,7490.0,7490.0,no_match,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,118068.0,88578.0,7490.0,8.015
2358453.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,33.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,1590.0,F+L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.1527777777778
4360995.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,37.0,14.9090909090909,13.0,Diversified children products,Children Products,0.0,0.0,0.0,L1+F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5863888888889
4474726.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,41.0,6.88135593220339,8.7,Diversified entertainment,Entertainment,1.0,5385.0,11585.0,no_match,0.0,0.0,0.0,0.0,59.0,73.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,130810.0,14.0063888888889
4179021.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,18.0,10.0,9.5,Dietary supplements,Health & Beauty,1.0,5385.0,5385.0,F+L,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9954.0,20.8691666666667
2501935.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,39.0,12.6666666666667,12.0,Diversified entertainment,Entertainment,1.0,8470.0,8470.0,L1+F,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16140.0,9.91277777777778
1831446.0,0.0,0.0,0.0,0.0,0.0,1.08109090909091,1.0,1.0,1.0,2.0,2.0,22.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,895.0,3790.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3998.0,0.0,895.0,12.3197222222222
3745944.0,0.0,0.0,0.0,43.0,22.0,5.49058364904189e-05,1.0,1.0,3.0,1.0,1.0,57.0,60.0,13.0,Books & Magazines,Entertainment,1.0,44124.0,44124.0,L1+F,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,4909.0,11398.0,64390.0,19.9419444444444
4598395.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,53.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1222222222222
2669202.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,56.0,14.0,13.0,Dietary supplements,Health & Beauty,1.0,3480.0,3480.0,no_match,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3480.0,21.2991666666667
1075249.0,0.0,41895.0,0.0,0.0,0.0,0.231199957789767,1.0,1.0,1.0,1.0,1.0,39.0,5.64285714285714,2.0,Books & Magazines,Entertainment,1.0,11150.0,11150.0,no_match,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,115853.0,20496.0,63730.0,22.4994444444444
3435897.0,0.0,228148.0,0.0,0.0,0.0,0.151972198392829,1.0,1.0,1.0,1.0,1.0,46.0,12.75,15.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,12900.0,16395.0,L,1.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,39087.0,154701.0,88120.0,22.9988888888889
3388832.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,51.0,14.9090909090909,13.0,Books & Magazines,Entertainment,0.0,0.0,0.0,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1766666666667
4878372.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,52.0,14.9090909090909,13.0,Books & Magazines,Entertainment,0.0,0.0,0.0,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1175
3804513.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,52.0,50.0,13.0,Video Games & Related accessories,Entertainment,1.0,4730.0,4730.0,L,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4730.0,16.7647222222222
1744262.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,29.0,34.75,35.0,Diversified electronics,Electronics,1.0,9900.0,15180.0,no_match,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,28000.0,19.2111111111111
2192265.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,22.0,14.9090909090909,13.0,General Shoes & Clothing,Clothing & Shoes,1.0,0.0,5240.0,F,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.7786111111111
1195153.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,42.0,11.7777777777778,14.0,Diversified entertainment,Entertainment,1.0,10656.0,10656.0,F,0.0,0.0,0.0,0.0,9.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,41951.0,23.3088888888889
1846292.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,43.0,14.9090909090909,13.0,Books & Magazines,Entertainment,1.0,10000.0,10000.0,F+L,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.4088888888889
2626543.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,32.0,11.125,11.0,Dietary supplements,Health & Beauty,1.0,15356.0,15356.0,F+L,0.0625,1.0,0.0,0.0,15.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,104697.0,12.3152777777778
1328967.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,48.0,0.0,13.0,Diversified entertainment,Entertainment,1.0,0.0,0.0,L,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0805555555556
1374515.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,57.0,40.5,47.0,Diversified entertainment,Entertainment,1.0,6678.0,6678.0,no_match,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,8468.0,12.6305555555556
1324238.0,0.0,30994.0,0.0,39.0,0.0,0.179826149945672,1.0,1.0,2.0,1.0,2.0,23.0,11.7368421052632,4.5,Sports gear & Outdoor,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
1558796.0,0.0,0.0,0.0,0.0,0.0,0.242615691992008,1.0,2.0,1.0,1.0,1.0,26.0,42.0,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,10432.0,10432.0,no_match,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,84619.0,0.0,29697.0,22.2577777777778
1952173.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,46.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,15884.0,F+L,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.70944444444444
3725081.0,0.0,113322.0,0.0,30.0,0.0,1.21351669941061,2.0,2.0,2.0,3.0,3.0,29.0,32.3333333333333,30.0,Diversified entertainment,Entertainment,1.0,3951.0,6885.0,Nick,0.0909090909090909,1.0,0.0,0.0,3.0,13.0,3.0,2.0,2.0,2.0,0.0,43230.0,16813.0,27042.0,16.7583333333333
2407375.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,53.0,18.5,13.0,Books & Magazines,Entertainment,1.0,13995.0,13995.0,F+L,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,20555.0,17.82
2458888.0,0.0,65956.0,0.0,11.0,0.0,0.130546122585314,1.0,1.0,2.0,1.0,1.0,27.0,19.6666666666667,24.0,Dietary supplements,Health & Beauty,1.0,3290.0,7542.0,F+L,0.333333333333333,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,10184.0,64489.0,8135.0,20.0719444444444
